specialty,link,question,answer
Obstetrics And Gynaecology,https://www.maxhealthcare.in/our-specialities/obstetrics-and-gynaecology/faqs,How does pre-eclampsia affect pregnancy?,"Pre-eclampsia is the sudden development of high blood pressure (up to 140/90 mmHg) with or without protein in the urine, after 20th week of your pregnancy. It is a serious complication that leads to a difficult pregnancy, eventually leading to induction labor ahead of the due date."
Obstetrics And Gynaecology,https://www.maxhealthcare.in/our-specialities/obstetrics-and-gynaecology/faqs,What steps can I take to prevent Pre-eclampsia?,"While there is no measure that can completely stop pre-eclampsia from developing, there are certain things you can do to decrease the risks. • Be regular in your antenatal visits to your doctor. Keep a track of your blood pressure in a diary as a way of monitoring your health status especially after your 20th week of gestation. • Take your blood pressure and weight regularly to see any spikes. • Maintain a low-salt diet and make sure your calcium intake is adequate."
Obstetrics And Gynaecology,https://www.maxhealthcare.in/our-specialities/obstetrics-and-gynaecology/faqs,Can you die from pre-eclampsia?,"If untreated, pre-eclampsia can progress further into eclampsia, a condition in which a pregnant woman goes through convulsions and may fall into a coma, due to brain injury. The increased blood pressure can damage the kidneys & the liver. There is a risk of developing pulmonary edema & cause blood clots which may become fatal. Timely intervention in pre-eclampsia is the key for the best outcome of both mother and child."
Obstetrics And Gynaecology,https://www.maxhealthcare.in/our-specialities/obstetrics-and-gynaecology/faqs,What causes Ovarian Hypofunction?,"Ovarian Hypofunction is the reduced function of the ovaries that include decreased production of hormones. Most of the time the cause of Ovarian Hypofunction is unknown; however, they are a few contributing factors: • Infections such as tuberculosis & gonorrhea which damage the ovarian follicles, thus reducing their number • Autoimmune disorders such as Addison’s disease & thyroiditis • Chemotherapy & Radiotherapy may lead to depletion of ovarian follicles • Genetic conditions such as chromosome abnormalities can result in hypofunction"
Obstetrics And Gynaecology,https://www.maxhealthcare.in/our-specialities/obstetrics-and-gynaecology/faqs,What are the complications of Ovarian Hypofunction?,The most common complication of Ovarian Hypofunction is infertility. Other complications include increased risk of ovarian cancer & osteoporosis. There is a psychological component often ignored that needs to addressed and treated.
Obstetrics And Gynaecology,https://www.maxhealthcare.in/our-specialities/obstetrics-and-gynaecology/faqs,How common is Pelvic Inflammation?,"Pelvic Inflammatory Disease(PID) is one of the most common gynecological problems in the world. While the exact number cannot be determined due to unreliable diagnosis from clinical signs and symptoms, it is credited for 3 – 10% of all gynecology related hospital admission in India."
Obstetrics And Gynaecology,https://www.maxhealthcare.in/our-specialities/obstetrics-and-gynaecology/faqs,What are the treatment options for Pelvic Inflammation?,"Once findings and tests confirm PID, your doctor will prescribe you antibiotics. If the PID has progressed to form an abscess, you may need surgery."
Obstetrics And Gynaecology,https://www.maxhealthcare.in/our-specialities/obstetrics-and-gynaecology/faqs,How does Pelvic Inflammation lead to infertility?,Pelvic Inflammation causes scaring and adhesion of Pelvic tissues leading to tubal blockage and in turn infertility. Pelvic Tuberclosis perse is a major cause of infertility in India.
Obstetrics And Gynaecology,https://www.maxhealthcare.in/our-specialities/obstetrics-and-gynaecology/faqs,Will insurance cover the treatment?,"Yes, insurance should cover the treatment. Infertility till date is not covered by insurance."
Obstetrics And Gynaecology,https://www.maxhealthcare.in/our-specialities/obstetrics-and-gynaecology/faqs,Will these conditions my daily routine?,"Placenta Previa and Pre-eclampsia need bed rest, thus leading to a decreased quality of life. Barring any complications, Ovarian Hypofunction and Pelvic Inflammation, while may lead to discomfort, mood swings and mild pain, should not affect your daily routine significantly."
Obstetrics And Gynaecology,https://www.maxhealthcare.in/our-specialities/obstetrics-and-gynaecology/faqs,Do I require any post-surgery follow ups?,"There is a risk of post-partum hemorrhage in pre-eclampsia up to 6 weeks post-delivery thus follow ups are necessary. Placenta Previa may cause post-partum hemorrhage thus needs to be monitored. If there is an abscess formation in PID, post-surgery follow ups will be suggested by your doctor."
Minimal Access / laparoscopic Surgery,https://www.maxhealthcare.in/our-specialities/minimal-access-laparoscopic-surgery/faqs,What all conditions do you treat?,"We treat conditions like: Gall Bladder stones Hernia Obesity and Metabolic surgery Anorectal conditions- Bleeding Piles, fistula & fissures Appendicitis Thyroid Solid Organs Intestinal Surgery"
Minimal Access / laparoscopic Surgery,https://www.maxhealthcare.in/our-specialities/minimal-access-laparoscopic-surgery/faqs,What are the advantages of laparoscopic surgery over conventional surgery?,Endoscopic surgery causes much less pain and patients are mobile within hours after surgery. They are also allowed to resume all activities much earlier and can go back to work within 5-7 days. Another advantage is that both sides can be operated in the same sitting without any extra pain or stay. The cosmetic results are excellent.
Minimal Access / laparoscopic Surgery,https://www.maxhealthcare.in/our-specialities/minimal-access-laparoscopic-surgery/faqs,What are gallstones?,Gallstones are pieces of solid material that form in the gallbladder. These stones develop because cholesterol and pigments in bile sometimes form hard particles.
Minimal Access / laparoscopic Surgery,https://www.maxhealthcare.in/our-specialities/minimal-access-laparoscopic-surgery/faqs,What is the treatment for gallstones or cholecystitis?,The symptomatic stones and diseased gallbladder should be removed by a surgical procedure called Cholecystectomy.
Minimal Access / laparoscopic Surgery,https://www.maxhealthcare.in/our-specialities/minimal-access-laparoscopic-surgery/faqs,Don’t people need their gallbladders?,"Fortunately, the gallbladder is an organ that people can live without. Losing it won’t even require a change in diet. Once the gallbladder is removed, bile flows out of the liver through the hepatic ducts into the common bile duct and goes directly into the small intestine, instead of being stored in the gallbladder."
Minimal Access / laparoscopic Surgery,https://www.maxhealthcare.in/our-specialities/minimal-access-laparoscopic-surgery/faqs,What is hernia?,"A Hernia occurs when the contents of a body cavity protrude out of the membrane in which they are normally contained through a weak spot in a surrounding muscle or connective tissue. Hernias by themselves may or may not produce symptoms as they are asymptomatic and can cause slight to severe pain. There are various types of hernia namely- Inguinal (direct & indirect) , Femoral, umbilical and ventral (Incisional, periumbiliacl and epigastric)"
Minimal Access / laparoscopic Surgery,https://www.maxhealthcare.in/our-specialities/minimal-access-laparoscopic-surgery/faqs,Why are men prone to hernia than women?,Men are more prone to inguinal hernias than women because of basic differences in anatomy. The area where hernias occur most often has a very different function in men than in women.
Minimal Access / laparoscopic Surgery,https://www.maxhealthcare.in/our-specialities/minimal-access-laparoscopic-surgery/faqs,Do Hernias always require surgery?,"Surgery is the only way to cure a hernia. A hernia will not go away on its own. Now days, many types of surgical hernia repairs are available."
Minimal Access / laparoscopic Surgery,https://www.maxhealthcare.in/our-specialities/minimal-access-laparoscopic-surgery/faqs,What is an anal fistula?,An anal fistula is a small channel that can develop between the end of the rectum/anal canal and the skin near the anus. An anal fistula can cause bleeding and discharge when passing stools and can be painful. An anal fistula can occur after surgery to drain an perianal abscess. MAFT (VAAFT) is a major breakthrough treatment option for complex fistulas. VAAFT (The Video assisted Anal Fistula Treatment) or MAFT (Minimally Invasive Fistula Treatment) are alternatively used terms.
Minimal Access / laparoscopic Surgery,https://www.maxhealthcare.in/our-specialities/minimal-access-laparoscopic-surgery/faqs,What are Piles?,"Piles are also called haemorrhoids. Hemorrhoids are masses, clumps, cushions of tissue in the anal canal - they are full of blood vessels, support tissue, muscle and elastic fibers. Haemorrhoids are classified into two general categories: internal and external. The treatment options available are as follows: Depending on the diagnosis, the doctor advises if home treatment is all you need or further intervention is required. Lifestyle and dietary modifications such as regular physical exercise, plenty of fluids and a high fibre diet provide symptomatic relief. Surgery: Surgery is used for particularly large piles. Generally, surgery is used when conservative treatment/management is not effective. Sometimes surgery is done on an outpatient basis - the patient goes home after the procedure."
Minimal Access / laparoscopic Surgery,https://www.maxhealthcare.in/our-specialities/minimal-access-laparoscopic-surgery/faqs,What are the types of surgery available for piles treatment?,"Haemorrhoidectomy (open surgery of the piles): the excess tissue that is causing the bleeding is surgically removed. This can be done in various ways. It may involve a combination of a local anesthetic and sedation, a spinal anesthetic, or a general anesthetic. This type of surgery is effective in completely removing piles, but is associated with pain for few days. Minimally Invasive Procedure for Hemorrhoids (MIPH): This technique uses stapler for performing the surgery. It is relatively painless and be done as a day care surgery"
Minimal Access / laparoscopic Surgery,https://www.maxhealthcare.in/our-specialities/minimal-access-laparoscopic-surgery/faqs,What are fissures?,"An anal fissure is a small tear in the skin lining the opening of the anus. Fissures can cause severe pain and bleeding, especially during bowel movements. Anal fissures can be caused by hard or difficult bowel movements. Changes in diet resulting in softer stools, as well as topical anesthetics to reduce pain, are common nonsurgical treatments. If surgery is required, your surgeon will work to relax the anal area so there is less anal pain."
Minimal Access / laparoscopic Surgery,https://www.maxhealthcare.in/our-specialities/minimal-access-laparoscopic-surgery/faqs,What are the surgical treatment options available for hyperthyroidism?,Two types of surgeries are available for thyroid and parathyroid treatment: Endoscopic surgery Open surgery
Minimal Access / laparoscopic Surgery,https://www.maxhealthcare.in/our-specialities/minimal-access-laparoscopic-surgery/faqs,Will I lose my voice after surgery?,The risk of losing your voice is extremely small with parathyroid surgery.
Minimal Access / laparoscopic Surgery,https://www.maxhealthcare.in/our-specialities/minimal-access-laparoscopic-surgery/faqs,What is Video assisted thoracoscopy surgery used for?,"It is a minimally invasive surgical technique that is used for diagnosing and treating problems in the chest. In this procedure, a tiny thoracoscope (camera) is inserted in the chest through the small incisions in the chest wall. The camera enables in transmitting the images of your chest on the monitor to allow the surgeon to perform the procedure effectively."
Minimal Access / laparoscopic Surgery,https://www.maxhealthcare.in/our-specialities/minimal-access-laparoscopic-surgery/faqs,What are the treatment options available for appendicitis?,The treatment options are: Open appendectomy: The appendix is removed through an incision in the lower right abdomen. Laparoscopic appendectomy: The appendix is removed with instruments placed into small abdominal incisions.
Minimal Access / laparoscopic Surgery,https://www.maxhealthcare.in/our-specialities/minimal-access-laparoscopic-surgery/faqs,"What level of pain should I expect after laparoscopic appendectomy, and how it will be managed?",The amount of pain is different for each person. The pain can be controlled with the help of pain control medications.
Minimal Access / laparoscopic Surgery,https://www.maxhealthcare.in/our-specialities/minimal-access-laparoscopic-surgery/faqs,How will laparoscopic intestinal surgery benefit me?,"Laparoscopic surgery is a ""minimally invasive"" procedure commonly used to treat diseases of the gastrointestinal tract. Unlike traditional surgery of the intestines where a long incision down the center of the abdomen is required, laparoscopic surgery requires only small ""keyhole"" incisions in the abdomen."
Internal Medicine,https://www.maxhealthcare.in/our-specialities/internal-medicine/faqs,What is the difference between common cold and flu?,"Common cold and flu are both respiratory diseases. However, common cold is a milder problem than the flu. It is easy to treat cough, sneeze and nasal congestion but if you are suffering from flu symptoms then you can feel ill for a few days to months. It can also cause serious health problems like pneumonia."
Internal Medicine,https://www.maxhealthcare.in/our-specialities/internal-medicine/faqs,How can I treat cold?,"Factually, nothing can cure a common cold. You can stick to a few remedies that can definitely make you feel better. At the most, what you can do is: - Try to relieve your sore throat by doing gargling. Since children who are below 5 years of age cannot gargle so it is advisable to give them warm water with lemon and honey. - Drink enough juices, lemonade, and water to stay hydrated. Avoid consuming caffeine, alcohol that can worsen your dehydration. - A humidifier at your home can help you feel better and loose congestion. - You can use Over the Counter Medicines (OTC) to shorten the duration of the cold to give you instant relief."
Internal Medicine,https://www.maxhealthcare.in/our-specialities/internal-medicine/faqs,What should be the lifestyle changes to treat high blood pressure?,"Lifestyle changes to treat high blood pressure: No matter what medications your doctor prescribes to treat your high blood pressure, you'll need to make lifestyle changes to lower your blood pressure. • Eating a healthier diet with less salt. Fruits and vegetables are rich in certain antioxidants that prevent narrowing of blood vessels. • Exercising regularly at least 40 minute. • Quitting smoking • Limiting the amount of alcohol you drink • Maintaining a healthy weight or losing weight if you're overweight or obese • Stress management: Continuous stress may lead to the activation of sympathetic nervous system and causes hypertension."
Internal Medicine,https://www.maxhealthcare.in/our-specialities/internal-medicine/faqs,Do antibiotics work against all infections?,"No. Antibiotics only work against infections caused by bacteria, fungi and certain parasites. They don't work against any infections caused by viruses. Viruses cause colds, the flu and most coughs and sore throats."
Internal Medicine,https://www.maxhealthcare.in/our-specialities/internal-medicine/faqs,Can we be antibiotic resistance?,"The fundamental reasons for the development of antimicrobial resistance are use of the wrong drug, incorrect dose and duration, and self-medication. Thus develops the resistance of a microorganism to an antimicrobial medicine to which it was previously sensitive. The inappropriate and irrational use of medicines provides favorable conditions for resistant microorganisms to emerge and spread."
Internal Medicine,https://www.maxhealthcare.in/our-specialities/internal-medicine/faqs,How will I know I need antibiotics?,"The answer depends on what is causing your infection. The following are some basic guidelines: • Colds and Flu: Viruses cause these illnesses. They can't be cured with antibiotics. • Sore throat, Cough or Bronchitis: These can be caused by both bacteria and Viruses. Your doctor may decide to try using an antibiotic. • Ear infections: There are several types of ear infections. Antibiotics are used for some (but not all) ear infections. • Sinus infection: Antibiotics are often used to treat sinus infections. However, a runny nose and yellow or green mucus do not necessarily mean you need an antibiotic. • Dengue fever: Antibiotics are not required. Take paracetamol, adequate fluid and rest under mosquito net. • Acute diarrhoea in children does not require an antibiotic, but oral rehydration salts and clear instructions to parents."
Internal Medicine,https://www.maxhealthcare.in/our-specialities/internal-medicine/faqs,What are the different types of headaches?,"Headaches can be classified mainly into 4 types • Migraine Headache – A common form of headache which occurs on one part of the head • Tension Headache – Headache which occurs at the back of the head, temples, forehead, the feeling is as if a tight hat were in place. • Hypnic headache – A rare headache that affects the age group of 40 – 80. It occurs only at night at a fixed time of the night lasting for 15 – 60 minutes. • Cluster Headache – A headache which occurs several times a day but lasts for a short while. It is always one sided headache and is associated with symptoms such as stuffy nose, tearing and enlarged pupil."
Internal Medicine,https://www.maxhealthcare.in/our-specialities/internal-medicine/faqs,How can we treat headaches naturally?,"There are many ways of treating headaches. The first initiative to treat headaches would be by bringing a change in lifestyle. Proper sleep, clean surroundings, eating at the right time, exercising etc. would be one of the few things to do to reduce headaches. Other home remedies to follow can be Yoga, meditation, counselling (if needed). Proper nutritional diet and physical exercises also help treating headaches"
Internal Medicine,https://www.maxhealthcare.in/our-specialities/internal-medicine/faqs,Does migraine lead to stroke?,"Migraine does not directly lead to stroke. Only in cases where the migraine gets complicated can it lead to stroke. Statistically, it is shown that people who have a history of migraine are more prone to get a stroke if the migraine gets worse. For people suffering from migraine, it is advised to reduce smoking and not take up activities which lead to high blood pressure. You should start living and practicing a “stroke-smart” lifestyle."
Internal Medicine,https://www.maxhealthcare.in/our-specialities/internal-medicine/faqs,Is there a cure for chicken pox?,"Yes, there is a vaccine for chicken pox and it is recommended for children. They should be routinely vaccinated at 12 – 15 months of age initially followed by a second dose at the age of 4 – 6. The vaccine is also given to adults who are susceptible to the virus on or within 3 days of the exposure."
Internal Medicine,https://www.maxhealthcare.in/our-specialities/internal-medicine/faqs,What should a person infected with chicken pox do to prevent it from spreading?,"Chicken pox is a highly contagious disease and can make it very sick, so a person infected should ensure that he does not spread it to other people. Some points to keep in mind are. • Stay away from work/school • Stay away from people who are more prone to risk for eg. People with weaker immune system • Stay clean at all times • Get vaccinated as early as possible"
Mental Health and Behavioral,https://www.maxhealthcare.in/our-specialities/mental-health-and-behavioral/faqs,What does mental-illness mean?,"Mental illness is a group of biological brain disorders that affect a person’s thinking, mood, emotions, sense of reality, ability to relate and daily functioning. Common disorders are anxiety, depression, schizophrenia, bipolar disorder etc. People of all ages are susceptible but adolescents & young adults are especially vulnerable."
Mental Health and Behavioral,https://www.maxhealthcare.in/our-specialities/mental-health-and-behavioral/faqs,How can you treat mental illness?,"As these illnesses are biologically based brain disorders, a regimen of medication and therapy is needed. There is a misconception that mental illnesses such as depression, OCD (obsessive compulsive disorder) can be “snapped out of” or “overcome by willpower”, which is false and breeds a hostile atmosphere. Treatment incudes 3 main facets: medication, therapy & support. There are several types of medication being produced to combat mental-illness, the aim of which is to reduce social symptoms and help bring about daily functioning. Therapy with a clinically trained psychologist helps understand your disease better and equips you with the tools you need to deal with the disease. Support of family, friends & community helps the patient feel less isolated & gives them a platform for open communication. Feeling like a part of a community helps the patient ground themselves"
Mental Health and Behavioral,https://www.maxhealthcare.in/our-specialities/mental-health-and-behavioral/faqs,What is the difference between sadness & depression?,"Many people confuse sadness & depression, as the primary emotion attached to depression is being sad. However, these are 2 very different emotional states and must be understood as such. Sadness is a normal emotional state, triggered by an event or act that is difficult, hurtful, fearful, or disappointing. Basically, sadness implies there is a cause to be sad about, an outside catalyst that brings about distress. Resolution of this event leads to the person going back to a happy state. Depression is an abnormal emotional state, where one feels sad about everything. There is a lack of event that may trigger depression; in fact, depressed people often have seemingly perfect lives. A person in a depressed state is not able to enjoy anything, is often irritable, feels fatigued, feels isolated and worthless, is having disturbed sleep, can’t concentrate, and in chronic cases, may have thoughts of suicide. If you or anyone you know is experiencing any of these above symptoms, consult a mental health professional immediately."
Mental Health and Behavioral,https://www.maxhealthcare.in/our-specialities/mental-health-and-behavioral/faqs,What is schizophrenia? How common is it in India?,"Schizophrenia is a severe, chronic mental disorder that disrupts a person’s ability to think, feel and behave. The cause of schizophrenia is unknown. It affects more than 1 million people in India and most common in people between 16 to 30 years of age. The risk factors are genetic history & environmental factors such as malnutrition, psychosocial behavior, exposure to viruses, etc. Some experts believe that around puberty, there is a change in hormones as well as brain chemistry that can trigger the psychotic changes in people who were previously vulnerable. This explains why schizophrenia is mostly seen in adolescents, with very rare cases being reported in children. Symptoms of schizophrenia are: Visual hallucinations Auditory hallucinations Thought disorders (Unusual way of thinking) Movement disorders (Agitated, repetitive movements) Difficulty recalling things after remembering them Reduced pleasure in life Unable to carry out basic activities Schizophrenia is treated by a combination of anti-psychotics, therapy & family support. While this disease can be treated and contained, it is unlikely that it will be cured. A person with schizophrenia will require treatment lifelong."
Mental Health and Behavioral,https://www.maxhealthcare.in/our-specialities/mental-health-and-behavioral/faqs,Are patients with schizophrenia violent?,"Due to incorrect representation of the disease in media & books, there is a myth that schizophrenics are violent. The truth is most schizophrenics are docile and keep to themselves. The schizophrenics who have demonstrated bursts of violence are either in an acute stage of psychosis or are abusing an addictive substance."
Mental Health and Behavioral,https://www.maxhealthcare.in/our-specialities/mental-health-and-behavioral/faqs,What is anxiety disorder?,"Anxiety is a normal emotional state when you are afraid of something or nervous about an event. An anxiety disorder is a mood syndrome where one displays excessive anxiety, worsening every day. One stays in a state of anxiety for months or even years, with no specific trigger. Symptoms include: Irritability Restlessness Muscle tension Cannot concentrate Disturbed sleep pattern Inability to control worrying Anxiety disorders can be treated by a combination of: Medication: Anti-anxiety medication, anti-depression medication, beta-blockers Psychotherapy: Cognitive Behavioral Therapy(CBT), Exposure therapy Stress-Management techniques Support groups Sometimes, the anxiety gets too much leading to palpitations, hyperventilation, sweating, trembling, shaking, and choking. The person feels an impending sense of doom and there is a ‘sinking heart’ feeling that tightens the chest. This is known as a panic attack. It is extremely distressing and immediate intervention is strongly advised."
Mental Health and Behavioral,https://www.maxhealthcare.in/our-specialities/mental-health-and-behavioral/faqs,What is an eating disorder?,"Eating disorders are a group of food-related disorders that are characterized by intake of inadequate or excessive food, purging of large meals, and obsession with weight and body shape and an unhealthy relationship with food and body shape. There are different types of eating disorders: Anorexia Nervosa: In this type of disorder, the male/female patient will severely limit their food intake, obsessively count calories and have body dysmorphia (will think they are over-weight even though they are under-weight). Long term effects on anorexia are brain damage, heart damage, multi-organ failure, bone loss and infertility. Anorexia can lead to death, in some cases. Bulimia Nervosa: People who suffer from Bulimia Nervosa are trapped in a pattern of overeating and purging. They eat a giant meal and then follow it up by vomiting out the stomach contents on purpose or excessive exercise or use of laxatives and diuretics. This cycle instills a feeling of shame and guilt in these people. A person with bulimia nervosa has false perceptions of their body shape and is obsessed with their weight. This disease has severe effect on the gastrointestinal system and the heart. Binge Eating disorders: Eating a large, calorie-filled meal is known as a ‘binge’. Unlike bulimia, the person does not purge out the meal. However, after eating this meal, the person is plagued with feelings of shame, guilt and embarrassment which lead to anxiety. To deal with these feelings, this person ends up eating another large meal, thus getting stuck in a vicious cycle. Eating disorders are commonly seen in teenagers and young adults but can affect any age group. Apart from genetic disposition; psychosocial elements such as self-esteem, peer group pressure, and dysfunctional family life can also lead to developing these disorders. Treatment includes medication for any underlying cause (depression, anxiety), therapy, and nutritional education as well as support groups."
Mental Health and Behavioral,https://www.maxhealthcare.in/our-specialities/mental-health-and-behavioral/faqs,How to manage stress?,"Stress exhibits differently in different people. While some hide their feelings, other turn to alcohol and drugs. Some withdraw from the world whereas some are angry all the time, lashing out at close ones. The common factor with all these people is that they are under stress and are not able to manage it. Managing stress can be done the following ways: Talk it out: Find a mental health professional and start talking about your day to day life. Talking it out helps reduce the mental worry one carries with them. Talking to a professional helps you understand your mechanisms and how to deal better with them. Exercise: Be it the gym or just a run, doing a cardio activity leads to better stress levels Meditation Breathing exercises Choose an activity of your liking Write a journal"
Mental Health and Behavioral,https://www.maxhealthcare.in/our-specialities/mental-health-and-behavioral/faqs,What is bipolar disorder?,"Bipolar disorder (Manic Mood disorder) is an unusual mood disorder where a person’s mood fluctuate, thereby affecting mood, energy levels, activity levels and day-to-day tasks. Bipolar disorder has two main phases – a manic phase & depressive phase. The manic phase is an extremely happy, elated ‘up’ phase whereas is the depressive phase is a sad, down-trodden ‘down’ hopeless phase. Person having an ‘up’ phase will be irritated, feel jumpy, will have excess energy, will try to do multiple activities, be more active than usual, have too many thoughts, be reckless in their behavior. Person having a ‘down’ phase will be sad, hopeless, have little energy, decreased appetite, disturbed sleep pattern, thoughts of suicide."
Mental Health and Behavioral,https://www.maxhealthcare.in/our-specialities/mental-health-and-behavioral/faqs,My family has no history of mental illness. Does that mean I am immune?,"While family history plays a large role in developing mental illness, it is not the only factor. There are environmental and psychosocial factors that add to the risk factors. No one is immune from developing mental health illness."
Mental Health and Behavioral,https://www.maxhealthcare.in/our-specialities/mental-health-and-behavioral/faqs,Do children have mental health issues?,"Children may develop mental health illnesses. Their symptoms differ from adults: Changes in school performance Poor grades despite effort Hyper activity Consistent, recurring nightmares Aggressive behavior Frequent, unmanageable temper tantrums"
Mental Health and Behavioral,https://www.maxhealthcare.in/our-specialities/mental-health-and-behavioral/faqs,What are the side effects of medication?,"Like other medication, psychiatric medication has its own set of side effects like Drowsiness, Restlessness, Dizziness, Dry mouth, Constipation, Nausea, and Vomiting. It is usually because of the body getting used to medication. It normally takes a month for the body to get used to these drugs. If you are feeling any of the above symptoms, call your doctor immediately."
Mental Health and Behavioral,https://www.maxhealthcare.in/our-specialities/mental-health-and-behavioral/faqs,Is treatment covered by insurance?,Most psychiatric conditions are not covered by insurance. Contact your insurance provider to get more details.
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,What should I carry for my first appointment?,"For your first visit, you should carry the following things: 1. A list of documents describing your symptoms in details (When, What, How Long). 2. Any recent (<1 year) medical investigations such as blood tests, CT scans etc. 3. If you have any existing medical conditions, carry along your prescription and list of current medications you are taking. 4. Your insurance details or company ID in case the hospital is on your health panel."
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,What all conditions do you treat?,"Nephrology is the study of the renal system. A nephrologist is responsible for the diagnosis and treatment of disorders of the kidney such as kidney stones, chronic kidney disease, dialysis, renal failure, electrolyte imbalance, renal cancer etc. Additionally Nephrologists also treat uncontrolled hypertension, renal function abnormalities due to autoimmune diseases. Nephrologists treat all post-renal transplant patients also."
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,What are the techniques you use for different procedures?,"Nephrologist use oral and IV medications; Ultrasound Guided Biopsies/ aspirations. Nephrologists use Hemodialysis/Plasmapheresis/CRRT/Peritoneal Dialysis to manage ESKD/AKI patients. Depending on the underlying cause, there are different procedures with different techniques."
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,Who are the right candidates for surgery?,"Different surgeries have different criteria for an ideal candidate. For instance, in the case of end-stage kidney disease (ESKD), the right candidate must clear the following criteria:  Proper heart-lung functionality  No active infections in the recipient such as hepatitis, TB etc  Any life expectancy limiting medical condition  A full understanding and commitment to take medication regularly and following up with your nephrologist  No smoking, drinking or recreational drugs"
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,Is there a surgery required for removal of stones?,"Surgery is rarely required for the removal of stones. Reasons such as a big stone, spreading infection at the site of the stone, blocking of urine or severe bleeding may indicate surgery."
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,Can something be done to prevent the recurrence of stones?,"A proper diet of low salt, calcium-rich and balanced diet along with adequate water intake is the first step in preventing recurrence of stones."
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,Will the presence of kidney stones damage my kidneys?,"If untreated, the presence of kidney stones may lead to serious complications such as infection of the kidney, injury that may result in severe bleeding, blockage of urine. However, most kidney stones are too small to require treatment and pass on their own accord."
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,When is dialysis required?,"Your kidneys are responsible to filter out your body’s blood, absorb minerals and produce urine. Due to end stage kidney failure, your kidney loses 85 – 90 % of its functionality, leading to the need of dialysis, which in turn help filter out the waste, salt and extra water."
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,Can kidney failure be controlled?,"Kidney failure can occur due to several reasons. Depending on the underlying cause of the kidney failure, it can be reversed."
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,What should be lifestyle to avoid kidney problems?,"The kidney is one of the essential organs of the body. It is linked to pathologies of other organs and can be damaged irreversibly, which may result in dialysis or transplant. Thus, there are certain precautions one can take:  Quit smoking/recreational drugs  A balanced diet: Low salt, low carb, balanced protein, balanced acidity, calcium-rich.  Lose weight in a safe manner, avoid diet pills/crash diets  Drink copious amounts of water, especially in the summers.  Read food labels of all food to know the sodium content"
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,What is end stage renal disease?,"A chronic kidney disease slowly reduces the functionality of the kidney. When the kidney is not able to function properly or at all (<10%), to the point where it isn’t meeting the body’s daily needs, is known as end stage renal disease (ESRD)"
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,What are the advantages of ABO Incompatible transplant?,"ABO incompatible transplant is when the donor & recipients blood types don’t match. Earlier it was not undertaken as the rejection of the organ was extremely common. However, with the help of a more aggressive regimen of immunosuppressives & a better understanding of immunology, ABO incompatible transplants are being done around the world. This has led to greater donor pool & a reduced number of deceased kidney transplants for patients with end-stage renal disease. In recent years, the outcome of ABO incompatible kidney transplant has been equivalent to ABO compatible kidney transplant."
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,How can urinary incontinence be managed?,"Depending on the kind of incontinence and the underlying cause responsible, there may be a few things your doctor might recommend:  Drinking 6-8 glasses of water  High fiber diet to avoid constipation  Pelvic floor strengthening exercises  Learning how to properly use the toilet e.g. not to use too much pressure, posture while sitting etc.  Medications  Pads, catheters, sponges etc. to aid in managing incontinence."
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,Which tests can a nephrologist recommend?,"Depending on your physical examination, history of illness & symptoms, your nephrologist might ask you to get tested for the following:  Complete blood test  Urine routine/Microscopy and Culture Test  Kidney function tests that include potassium, calcium, creatinine, BUN (blood urea nitrogen)  Blood cholesterol, if you have high pressure  Ultrasound Imaging of Kidneys"
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,How can stress incontinence be managed?,"When you do an activity that build up pressure in the abdomen and presses down on the bladder such as coughing, sneezing, sometimes a small quantity of urine passes. This is known as stress incontinence. It is seen more in women who have just gone through pregnancy, childbirth and menopause. Try to do more of pelvic floor exercises to deal with the problem of stress incontinence. Those who are overweight have a higher chance of developing stress incontinence. Therefore, it is important to have a healthy weight to manage the problem"
Nephrology,https://www.maxhealthcare.in/our-specialities/nephrology/faqs,What are the surgical options to treat Prostate enlargement (BPH)?,"Benign prostate enlargement is a naturally aging process that leads to hypertrophied prostate. Depending on the health status of the patient and the discretion of the surgeon, there are a few surgical options: - TURP - Bipolar TURP - Laser Prostatectomy (HOLEP)"
